id,question,choices,answerKey
AKDE&ED_2008_8_18,The Sun heats the atmosphere of Earth unevenly. Which of the following is the most likely result of this uneven heating?,"{'text': ['Convection in the atmosphere causes a change in air density, resulting in winds.', 'Conduction through the atmosphere causes evaporation to occur over oceans, resulting in rain.', 'Radiation from the Sun will reflect through the atmosphere back into space resulting in cooler evenings.', 'Radiation from the Sun will cause atmospheric moisture to collect over mountain ranges resulting in snowfall.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_400347,A 20-N force acts on a 5-kg object at rest. How fast will the object accelerate on a frictionless surface?,"{'text': ['4 m/s^2', '15 m/s^2', '25 m/s^2', '100 m/s^2'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7001313,Increasing and revising scientific knowledge of different types of bacteria will most likely enable scientists to develop ways to,"{'text': ['help patients spend less time in the emergency room.', 'aid research students who are studying complex organisms.', 'help make medicines from newly discovered plants.', 'develop specialized antibiotics that are directed at single-celled organisms.'], 'label': ['A', 'B', 'C', 'D']}",D
NYSEDREGENTS_2008_8_18,What are produced in both the male and female reproductive systems in humans?,"{'text': ['sperm', 'nutrients', 'fertilized eggs', 'sex cells'], 'label': ['1', '2', '3', '4']}",4
Mercury_7026810,The burning of fossil fuels in cities results in high levels of air pollution. Which urban design would best help reduce air pollution?,"{'text': ['numerous park areas', 'frequent trash recycling', 'efficient public transportation', 'effective street lighting'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_415352,Which is an inherited trait?,"{'text': ['dimples', 'scrapes', 'short hair', 'dirty fingernails'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_SC_413632,How is xylem similar to phloem in a plant?,"{'text': ['They both take in water from the soil.', 'They both transport materials through the plant.', 'They both make sugar in the leaves.', 'They both store waste products in the plant cells.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_408881,"In a recycling program, people can separate paper from their other trash. The paper is sent to factories and turned into new products. What does paper recycling help conserve the most?","{'text': ['air', 'gasoline', 'trees', 'water'], 'label': ['A', 'B', 'C', 'D']}",C
MSA_2013_5_15,Water cycles through three states of matter on Earth. What has the greatest effect on the state of matter of water?,"{'text': ['tides', 'gravity', 'the sun', 'the moon'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_401316,Which physical feature exists both on Earth and on the Moon?,"{'text': ['lakes', 'forests', 'mountains', 'clouds'], 'label': ['A', 'B', 'C', 'D']}",C
TIMSS_2003_8_pg99,Animals and plants are made up of a number of different chemical elements. What happens to all of these elements when animals and plants die?,"{'text': ['They die with the animal or plant.', 'They evaporate into the atmosphere.', 'They are recycled back into the environment.', 'They change into different elements.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_405056,Students are comparing different rocks. What do all rocks have in common?,"{'text': ['Rocks are made of one or more minerals.', 'Rocks are made of two or more elements.', 'Rocks are made of magma and sediments.', 'Rocks are made of sand changed by pressure.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7113978,What is the most likely result of large-scale agricultural fertilization on aquatic systems?,"{'text': ['increased fish populations', 'more biodiversity over time', 'less oxygen available for fish', 'reduced water levels'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7041388,"In order for magma to be converted to igneous rock, which actions must occur?","{'text': ['melting and cooling', 'heating and pressure', 'weathering and erosion', 'crystallization and cooling'], 'label': ['A', 'B', 'C', 'D']}",D
NYSEDREGENTS_2012_4_23,Trees start as seeds and grow into mature trees that produce more seeds. This pattern represents a,"{'text': ['food chain', 'life cycle', 'food supply', 'life span'], 'label': ['A', 'B', 'C', 'D']}",B
NYSEDREGENTS_2015_8_1,Which sequence identifies the levels of organization of body structures in a human from simplest to most complex?,"{'text': ['cell -> organ -> tissue -> organ system', 'organ system -> cell -> tissue -> organ', 'tissue -> organ -> organ system -> cell', 'cell -> tissue -> organ -> organ system'], 'label': ['1', '2', '3', '4']}",4
Mercury_7238893,A cell completes the synthesization of a protein by adding a carbohydrate to the protein's structure. At which site in the cell is the carbohydrate added?,"{'text': ['the nucleus', 'a ribosome', 'a mitochondrion', 'the Golgi apparatus'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7018095,All atoms of an element have in their nuclei the same number of,"{'text': ['electrons.', 'isotopes.', 'molecules.', 'protons.'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_SC_408344,"Henry learned that without the right kind of energy, plants cannot survive. What form of energy is used by plants to perform photosynthesis?","{'text': ['electrical', 'light', 'mechanical', 'wind'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7171955,"As a corn plant ages, its leaves grow. Which process is directly responsible for the growth of these leaves?","{'text': ['the division of cells in the plant', 'the release of oxygen from the plant', 'the absorption of carbon dioxide in the stem', 'the transportation of nutrients from the roots'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7013895,Which scientist is best known for research that led to the modern understanding of the atom?,"{'text': ['Newton', 'Dalton', 'Galileo', 'Copernicus'], 'label': ['A', 'B', 'C', 'D']}",B
MCAS_2011_8_17682,"Which body system typically recognizes, attacks, and destroys foreign cells or substances that may cause disease?","{'text': ['digestive', 'excretory', 'immune', 'respiratory'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7194320,"Cell membranes allow some molecules to move freely across the membrane, while other molecules are restricted. Which term best describes this capability of a cell membrane?","{'text': ['semipermeable', 'impervious', 'resilient', 'unyielding'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7029785,Which statement describes the transfer of energy when an ice cube is placed in a cup of hot tea?,"{'text': ['Heat flows from the tea to the ice.', 'Cold flows from the ice to the tea.', 'Cold flows from the ice, and heat flows from the tea.', 'Heat flows simultaneously between the ice and the tea.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7284008,Which is the most cooperative relationship between species?,"{'text': ['mutualism', 'predation', 'parasitism', 'coexistence'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_402093,A dog rolls over and receives a treat. The dog rolls over again. This is an example of,"{'text': ['learned behavior.', 'adaptive behavior.', 'inherited behavior.', 'instinctive behavior.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_401313,Which type of rock is formed when particles are compacted and cemented together?,"{'text': ['igneous', 'metallic', 'metamorphic', 'sedimentary'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_SC_405490,"Tree roots can grow into rock and break it apart. Water can freeze in the cracks of rock, causing it to break apart. How are these two processes alike?","{'text': ['Both are forces.', 'Both affect weather.', 'Both form new kinds of rock.', 'Both are forms of weathering.'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7160528,Energy is absorbed and released through endothermic and exothermic processes. Which is an example of an exothermic process?,"{'text': ['ice melting', 'ice sublimating', 'water evaporating', 'water freezing'], 'label': ['A', 'B', 'C', 'D']}",D
TIMSS_2007_8_pg130,Where is most fresh (non-salty) water on Earth located?,"{'text': ['oceans', 'rivers', 'lakes', 'polar ice caps'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7083773,"When a molecule is separated into its component parts, it forms","{'text': ['compounds.', 'atoms.', 'protons.', 'ions.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7188860,"The universe is believed to be approximately 14 billion years old. As a result of gravitational attraction, which most likely developed first after the Big Bang?","{'text': ['a planet', 'a comet', 'a moon', 'a star'], 'label': ['A', 'B', 'C', 'D']}",D
NCEOGA_2013_5_14,Which is a function of the cardiovascular system?,"{'text': ['to move water throughout the body', 'to provide structural support for the body', 'to eliminate waste from the body', 'to transport gases throughout the body'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7113803,"When a fern reproduces with spores, the offspring","{'text': ['will be genetically identical to the parent plant.', 'will be better able to adapt to the environment.', 'will have half the genetic materials of the parent plant.', 'will have twice the genetic materials of the parent plant.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_SC_401136,The process of water changing from its liquid state to a gas in the water cycle is known as,"{'text': ['precipitation.', 'evaporation.', 'condensation.', 'translation.'], 'label': ['A', 'B', 'C', 'D']}",B
LEAP__7_10342,In which situation would osmosis most likely occur in cells?,"{'text': ['across a permeable membrane that separates solutions of the same concentration', 'across a permeable membrane that separates solutions of different concentrations', 'across a nonpermeable membrane that separates solutions of the same concentration', 'across a nonpermeable membrane that separates solutions of different concentrations'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_405838,A scientist is watching birds from far away. Which object is the scientist most likely using to watch the birds?,"{'text': ['goggles', 'binoculars', 'sunglasses', 'microscope'], 'label': ['A', 'B', 'C', 'D']}",B
NYSEDREGENTS_2008_8_26,Studies of earthquake waves have helped scientists determine the,"{'text': [""structure of Earth's interior"", 'depth of the oceans', 'cause of dinosaur extinction', 'age of Earth'], 'label': ['1', '2', '3', '4']}",1
MCAS_1999_4_15,Needles on a cactus plant are actually leaves. This needle shape helps the plant survive by,"{'text': ['catching food.', 'preventing water loss.', 'staying in place.', 'reproducing.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_414155,"Compost piles have many parts, such as leaves, moisture, vegetables, and microorganisms. Which part of a compost pile breaks down materials and adds nutrients to the soil?","{'text': ['leaves', 'moisture', 'vegetables', 'microorganisms'], 'label': ['A', 'B', 'C', 'D']}",D
CSZ_2008_8_12,A piece of pine wood floats on the surface of a lake because the water exerts,"{'text': ['an upward force equal to the weight of the wood.', 'a downward force equal to the weight of the wood.', 'an upward force equal to the weight of the displacement water.', 'a downward force equal to the weight of the displacement water.'], 'label': ['A', 'B', 'C', 'D']}",C
CSZ_2005_5_CSZ20517,All living things contain which element?,"{'text': ['helium.', 'sodium.', 'copper.', 'carbon.'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_SC_406543,A student performed an experiment to see how long it would take for a cup of water to freeze. Which information would another student most likely need in order to perform the same experiment?,"{'text': ['the time to begin', 'the volume of the cup', 'the temperature of the ice', 'the type of thermometer to use'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_406688,A student wants to know which type of soil holds the most water. Which action should the student most likely do to answer the question?,"{'text': ['compare how the soils are alike', 'put the soils into different groups', 'record the weight of the soil', 'watch how quickly the soil drains'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7205748,Which of these is required to support the theory of star formation?,"{'text': ['laws passed by the government', 'Internet sites discussing star formation', 'pictures of stars of different ages', 'evaluation of data by many scientists'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7007473,The frequency of a wave is measured in,"{'text': ['hertz.', 'meters.', 'hertz/second.', 'meters/minute.'], 'label': ['A', 'B', 'C', 'D']}",A
AKDE&ED_2012_4_14,Which process causes the fastest changes to the surface of Earth?,"{'text': ['a large glacier forming on a mountain', 'strong winds wearing away a rock cliff', 'a major earthquake happening in a mountain range', 'many waves on a lake moving pebbles onto a beach'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7008348,Organisms contribute to the water cycle mainly through the process of,"{'text': ['irrigation.', 'evaporation.', 'precipitation.', 'transpiration.'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_SC_401838,Which of these tools is most helpful to a scientist observing very small bacteria?,"{'text': ['ruler', 'telescope', 'microscope', 'meter stick'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7018428,"Apple slices were divided evenly between two identical metal boxes. A lighted 20-watt incandescent light bulb was placed in box A, and a lighted 20-watt fluorescent light was placed in box B. The apple slices in box A dried faster than those in box B because","{'text': ['fluorescent light is a luminous light.', 'incandescent light produces more heat.', 'fluorescent light has a lower frequency.', 'incandescent light causes a chemical reaction.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_LBS10272,What season is it in the United States when the South Pole is tilted toward the Sun?,"{'text': ['summer', 'fall', 'winter', 'spring'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_411737,Which of these colors of visible light has the shortest wavelength?,"{'text': ['red', 'green', 'violet', 'yellow'], 'label': ['A', 'B', 'C', 'D']}",C
MCAS_2011_8_17696,Which of the following units best represents the density of an object?,"{'text': ['kg', 'hr', 'm/s^2', 'g/cm^3'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_400060,Which statement below best explains why several fossils of sea organisms were discovered buried deep in an area of dry land?,"{'text': ['The fossils changed locations.', 'The area had a shift in climate.', 'The land was once underwater.', 'A glacier once covered the area.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7094395,Last year Steve was shorter than his brother. This year Steve is taller than his brother. What cell process is directly responsible for Steve's growth?,"{'text': ['diffusion', 'mitosis', 'osmosis', 'respiration'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_402634,In which state are molecules of a substance arranged in the most orderly way?,"{'text': ['gas', 'liquid', 'plasma', 'solid'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7218908,Weather stations built in urban areas can be influenced by the human-made structures that surround these stations. Some of these weather stations used to determine mean temperatures in the United States have had the validity of the data questioned. Which human-produced effect could these urban weather stations be measuring?,"{'text': ['heat island', 'rain shadow', 'land breeze', 'cold front'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7037275,How is the mass of an atom calculated?,"{'text': ['add the number of protons to the number of electrons', 'add the number of protons to the number of neutrons', 'subtract the number of protons from the number of neutrons', 'subtract the number of electrons from the sum of protons and neutrons'], 'label': ['A', 'B', 'C', 'D']}",B
LEAP__8_10366,"Over a long period, some flowering plants have become dependent on honey bees for pollination. In recent years, a form of mite has infected and killed the honey bees in many areas of the country. Since this has happened, the once bee-dependent plants with the best chance of surviving are those that","{'text': ['grow taller so that the few remaining honey bees will find them.', 'change their flowers so that wind will fertilize them.', 'have always attracted many other insects as wells as honey bees.', 'have seeds that stay alive for a long time in the environment.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7012495,Which of these atomic structures has the least amount of mass?,"{'text': ['an ion', 'a proton', 'a neutron', 'an electron'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7210350,An increase of carbon dioxide in Earth's atmosphere is most likely to have which effect?,"{'text': ['decreased variations in day length', 'increased average air temperature', 'increased burn rate for incoming meteoroids', 'decreased rate of ozone layer destruction'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_LBS10270,Which of the following is an inherited human trait?,"{'text': ['eye color', 'sleep patterns', 'sense of balance', 'sense of humor'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_SC_405090,Snow turns to liquid water when it,"{'text': ['freezes.', 'melts.', 'condenses.', 'evaporates.'], 'label': ['A', 'B', 'C', 'D']}",B
NYSEDREGENTS_2015_8_34,Which energy source is nonrenewable?,"{'text': ['sunlight', 'biomass', 'wind', 'fossil fuel'], 'label': ['1', '2', '3', '4']}",4
Mercury_402102,The Moon is in orbit around Earth. What keeps the Moon from changing its orbit?,"{'text': ['friction', 'gravity', 'weight', 'rotation'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7220430,"Which form of water, when present in the atmosphere, is most likely to contribute to global warming?","{'text': ['cloud', 'rain', 'vapor', 'snow'], 'label': ['A', 'B', 'C', 'D']}",C
AKDE&ED_2008_8_31,Which statement explains why ducklings follow their mother when swimming across a pond?,"{'text': ['Survival behavior is acquired by interaction with the parent duck.', 'Survival behavior is learned by interacting with their environment.', 'Inherited behavior is genetically obtained through their environment.', 'Inherited behavior is genetically passed on from parents to offspring.'], 'label': ['A', 'B', 'C', 'D']}",D
TAKS_2009_8_29,"Some students measure the mass of a small pile of leaves before and after the leaves decompose. Each time the students measure the mass, they place a container with the decomposing leaves on a balance. Before recording the mass of the leaves, the students must do which of the following?","{'text': ['Subtract the mass of the container', 'Add leaves from other plants to the container', 'Allow the leaves to settle in the container for a few days', 'Use a metric ruler to measure the volume of the container'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7137480,Ava conducted an experiment to determine respiratory rates during different activities. She counted the number of breaths per minute. Ava noted that the number of breaths increases as physical activity increases. Why is there an increase in the number of breaths per minute as activity increases?,"{'text': ['As activity increases, more oxygen is exhaled.', 'As activity increases, breathing becomes more efficient.', 'As activity increases, the oxygen needs of cells increase.', 'As activity increases, the rate of the heart beating increases.'], 'label': ['A', 'B', 'C', 'D']}",C
MCAS_2015_8_20,The temperature in a classroom is 15°C (59°F). The teacher turns the thermostat to 20°C (68°F) and keeps the door closed. Which of the following statements best describes the change that occurs as the temperature in the room increases to 20°C?,"{'text': ['Cold air molecules collide to generate heat energy.', 'Cold energy in the room transforms into heat energy.', 'The room becomes warmer as heat energy is added to the room.', 'The room becomes warmer as cold energy is pushed out of the room.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7069388,"A flat piece of paper has a mass of 5 grams. When the paper is crumpled into a ball, the mass of the crumpled paper is","{'text': ['much more than that of the flat paper.', 'slightly more than that of the flat paper.', 'the same as that of the flat paper.', 'slightly less than that of the flat paper.'], 'label': ['A', 'B', 'C', 'D']}",C
TIMSS_2003_4_pg87,"Minerals are used for making many things including jewelry, chalk, and concrete. Where do we get the minerals needed to make these things?","{'text': ['from air', 'from wood', 'from rocks', 'from crops'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7194495,"Scientists have observed that, even within the same nest, some young birds call louder than others. Which describes how a louder cry helps to ensure survival?","{'text': ['Lung capacity is increased.', 'Exposure to bacteria is increased.', 'Parents are able to identify the nest.', 'Parents respond by giving more food.'], 'label': ['A', 'B', 'C', 'D']}",D
OHAT_2008_8_15,Two galaxies are interacting with each other. What is the force that draws these two galaxies toward each other?,"{'text': ['friction', 'gravity', 'electricity', 'magnetism'], 'label': ['A', 'B', 'C', 'D']}",B
AKDE&ED_2008_8_49,Which procedure correctly describes materials combining?,"{'text': ['Salt and sand are added to hot water and stirred making a mixture.', 'Oil and water are placed in a sealed bottle and shaken making a compound.', 'Sugar and water are added to flour and cooked in an oven making an element.', 'Soil and water are shaken in a container and left to separate forming two elements.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_SC_408746,Plants growing in a pond release a gas that fish need to survive. Which gas do the plants release that fish use?,"{'text': ['helium', 'hydrogen', 'nitrogen', 'oxygen'], 'label': ['A', 'B', 'C', 'D']}",D
ACTAAP_2009_7_9,"A ball rolling on the ground is observed to slow down and stop. Based on Newton's first law of motion, what is the best conclusion?","{'text': ['An object in motion eventually stops.', 'The ball must have been going slightly uphill.', 'The ball did not have enough mass to keep going.', 'There must have been an outside force acting on the ball.'], 'label': ['A', 'B', 'C', 'D']}",D
TIMSS_2011_8_pg98,What is the chemical formula for carbon dioxide?,"{'text': ['CO', 'CO2', 'C', 'O2'], 'label': ['A', 'B', 'C', 'D']}",B
NYSEDREGENTS_2010_4_7,A student rubs his hands together to warm them. His hands get warm due to,"{'text': ['friction', 'gravity', 'magnetism', 'sound'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7263655,Scientists studying migrating birds and homing pigeons have discovered that they navigate by monitoring differences in the intensity and inclination of Earth's magnetic field. Special cells in bird beaks can detect these changes as the birds fly over Earth's surface. Which metal did the scientists find in the cells that birds use as a magnetometer?,"{'text': ['iron', 'gold', 'mercury', 'aluminum'], 'label': ['A', 'B', 'C', 'D']}",A
VASoL_2011_5_16,"A scientist found a fossil of an organism that had gills. When the organism was living, the area in which it lived was most likely covered by ___.","{'text': ['forest', 'grassland', 'bare rock', 'water'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_SC_400021,Which is the best way to help protect the environment?,"{'text': ['wash hands before each meal', 'do a science project about energy', 'ride a bike to school instead of riding in a car', 'pack a lunch instead of buying a school lunch'], 'label': ['A', 'B', 'C', 'D']}",C
VASoL_2009_5_36,An electric motor is designed to turn electrical energy into ___.,"{'text': ['solar energy', 'potential energy', 'static electricity', 'mechanical energy'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_SC_405154,"If a student playing the drums hits the drums with greater force, the sound would be","{'text': ['quieter.', 'louder.', 'lower in pitch.', 'higher in pitch.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7128853,"As the loudness of a sound wave increases, which will also increase?","{'text': ['amplitude', 'frequency', 'velocity', 'wavelength'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7044240,Telescopes use lenses to observe distant objects such as stars. Which term best describes what happens when lenses bend and concentrate light?,"{'text': ['reflecting', 'polarizing', 'diffracting', 'refracting'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_407661,Which of these must occur when a substance goes through a chemical change?,"{'text': ['The substance gets larger.', 'The substance changes phases.', 'The substance changes shape.', 'The substance forms a new substance.'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7234518,"Scientists use ice cores to identify and explain previous climatic trends. By correlating climatic conditions recorded in the ice, with solid, nonsnow particles also found in the ice, scientists can help to predict the climatic impact of which phenomena?","{'text': ['atmospheric carbon dioxide concentration changes', 'radioactive decay rate changes in the outer core', 'volcanic eruptions', 'magnetic pole reversals'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7179340,"Coal, oil, and natural gas have high potential energies, which makes them valuable energy resources. In order to benefit from the energy available in these fossil fuels, the potential energy is converted most directly into which type of energy?","{'text': ['chemical', 'electrical', 'solar', 'thermal'], 'label': ['A', 'B', 'C', 'D']}",D
OHAT_2007_8_44,What change would occur if Earth's rate of rotation significantly increased?,"{'text': ['The year would be shorter.', 'The year would be longer.', 'The day would be shorter.', 'The day would be longer.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7099225,Humans can do many things to impact the environment. Which of these is an example of how humans negatively impact the environment?,"{'text': ['planting more trees', 'burning less fossil fuel', 'reducing beach erosion', 'increasing water runoff'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_SC_400183,Eyeglasses help a nearsighted person see as a result of,"{'text': ['absorption.', 'diffraction.', 'reflection.', 'refraction.'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7206623,A student measures the rising temperature of heated water for 20 minutes in two-minute intervals. Which of these tools will best help the student organize the data?,"{'text': ['flow chart', 'pie chart', 'data table', 'bar graph'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7026513,"A rock formation in a land area contains fossils. Over time, tremendous heat and pressure change the formation to produce a harder rock formation without fossils. Which change in rock type has occurred in this land area?","{'text': ['Igneous rock has turned into sedimentary rock.', 'Igneous rock has turned into metamorphic rock.', 'Sedimentary rock has turned into igneous rock.', 'Sedimentary rock has turned into metamorphic rock.'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_402092,Which is not an inherited trait in humans?,"{'text': ['blue eyes', 'long fingers', 'calloused hands', 'attached earlobes'], 'label': ['A', 'B', 'C', 'D']}",C
VASoL_2007_5_31,The wind helps many plants reproduce by ___.,"{'text': ['cooling the plants', 'giving the plants moisture', ""spreading the plants' pollen"", ""strengthening the plants' root systems""], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_409111,"The human hearing range is 20-20,000 hertz. A sound Peggy heard was measured at 15,000 hertz. Which characteristic best describes the sound wave that Peggy heard?","{'text': ['fast speed', 'high frequency', 'large amplitude', 'long wavelength'], 'label': ['A', 'B', 'C', 'D']}",B
AKDE&ED_2012_8_1,A student is asked to measure the distance from the floor to the ceiling in a classroom. Which unit of measurement should the student most likely use to accurately measure this distance?,"{'text': ['liter', 'kiloliter', 'meter', 'kilometer'], 'label': ['A', 'B', 'C', 'D']}",C
MCAS_2006_9_5,"Which of the following explains why elements, such as carbon and oxygen, that are used in organic molecules are not permanently removed from the environment?","{'text': ['They are replenished by sunlight.', 'They are cycled through ecosystems.', 'They are replaced by volcanic eruptions.', 'They are produced constantly from nutrients.'], 'label': ['A', 'B', 'C', 'D']}",B
MDSA_2007_5_57,A student is measuring the speed at which a ball rolls down a ramp. Which unit of measurement is the student most likely using to describe the speed of the ball?,"{'text': ['meter per liter', 'seconds per gram', 'milligrams per liter', 'centimeters per second'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_SC_408628,"Marta and Roger are comparing how long it takes two different types of seeds to sprout. They plant both types of seeds in similar pots, place them in a sunny window, and water them daily. If they want to conduct their investigation correctly, which information is most important to record?","{'text': ['the depth of the soil', 'the temperature of the water', 'the number of days until the seeds sprout', 'the size of pot used for growing the seeds'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_401310,Deposition of sediment will most likely form a,"{'text': ['cave.', 'delta.', 'river.', 'mountain.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_409172,"During a space mission, scientists will send experiments for the astronauts to conduct in space. In many cases, scientists have made predictions about the outcome of the experiment. Why do astronauts perform the experiment if the results have already been predicted?","{'text': ['to obtain data to test a hypothesis', 'to make a complete observation', 'to make a report of the procedures', 'to make a hypothesis understandable'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7211628,"Approximately 14,000 years ago, the climate in North America began to warm rapidly. At the same time, human hunters migrated to the continent. Which of these most likely resulted from a combination of these two factors?","{'text': ['a reduction in the rate of species change', 'an increase in the rate of large mammal extinctions', 'an increase in the amount of interspecies cooperation', 'a reduction in the total number of small parasitic insects'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_412777,Which is an SI unit for density?,"{'text': ['lb', 'kg', 'lb/ft^3', 'kg/m^3'], 'label': ['A', 'B', 'C', 'D']}",D
MCAS_2000_4_35,"In the United States, each day the Sun appears to","{'text': ['rise in the west and set in the east.', 'rise in the east and set in the west.', 'rise in the north and set in the south.', 'rise in the south and set in the north.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_401358,Which substance is magnetic and conducts heat?,"{'text': ['wood', 'plastic', 'iron', 'paper'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7181633,"During a biochemical reaction, pyruvate (C3H4O3) is converted into carbon dioxide (CO2) and water (H2O). In what cellular organelle does this biochemical reaction occur?","{'text': ['nucleus', 'cytoplasm', 'mitochondria', 'endoplasmic reticulum'], 'label': ['A', 'B', 'C', 'D']}",C
NYSEDREGENTS_2010_8_6,A student fails to eat a balanced diet over a period of time. This lack of a balanced diet can lead to,"{'text': ['selective breeding', 'dynamic equilibrium', 'extinction', 'disease'], 'label': ['1', '2', '3', '4']}",4
Mercury_411027,"In 1989, an oil spill off the coast of Alaska led to a decline in the population of many organisms. Which other population was most likely affected by the drop in population of the fish, otters, and seals?","{'text': ['deer', 'eagles', 'frogs', 'snakes'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7267943,Which of these is the best reason for exercising on space flights?,"{'text': ['to increase strength for moving around in the cabin', 'to keep from becoming overweight on a space mission', 'to minimize the loss of muscle mass due to microgravity', 'to ensure that bodily fluids do not tend to collect in the feet'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_406467,"With the development of the microscope, scientists were able to see cells for the first time. Why was it difficult to view cells without a microscope?","{'text': ['Cells are small.', 'Cells are alive.', 'Cells move quickly.', 'Cells have an electrical charge.'], 'label': ['A', 'B', 'C', 'D']}",A
MCAS_2006_9_29,"Fertilizers can enable farmers to grow the same crop in a field for several years in a row. Farmers who use less fertilizer often rotate their crops by planting the crop one year and legumes, such as beans and clover, the following year. Fertilizer use and crop rotation with legumes both increase the availability of which of the following nutrients in soil?","{'text': ['calcium', 'nitrogen', 'oxygen', 'protein'], 'label': ['A', 'B', 'C', 'D']}",B
NYSEDREGENTS_2013_4_22,Which two processes occur during the life spans of all animals?,"{'text': ['hibernation and migration', 'growth and development', 'changing color and shedding fur', 'building nests and communication'], 'label': ['A', 'B', 'C', 'D']}",B
MEAP_2005_8_16,Which of the following is true regarding the properties of an air mass?,"{'text': ['An air mass is warmer at the leading edge and cooler at the trailing edge.', 'An air mass has similar temperature and moisture properties throughout it.', 'An air mass is cooler near the edges and has greater moisture near the center.', 'An air mass has greater moisture near the edges and is cooler near the center.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_402074,"When entire communities in an ecosystem change over time, it is known as","{'text': ['migration.', 'extinction.', 'overpopulation.', 'ecological succession.'], 'label': ['A', 'B', 'C', 'D']}",D
